session_id,user_id,product_id,timestamp,event_type
89fe5263,8,85,2024-03-22 01:39:00,purchase
6cb5d648,8,9,2024-04-08 00:00:00,view
6cb5d648,8,9,2024-04-08 00:23:00,out
6cb5d648,8,9,2024-04-08 00:35:00,view
6cb5d648,8,9,2024-04-08 00:47:00,click
6cb5d648,8,9,2024-04-08 01:06:00,add_to_cart
8bfe57bd,11,65,2024-02-14 00:00:00,view
8bfe57bd,11,65,2024-02-14 00:04:00,click
8bfe57bd,11,65,2024-02-14 00:07:00,add_to_cart
8bfe57bd,11,65,2024-02-14 00:12:00,purchase
8bfe57bd,11,65,2024-02-14 00:14:00,purchase
00b72c41,11,24,2024-02-27 00:00:00,view
00b72c41,11,24,2024-02-27 00:01:00,click
00b72c41,11,24,2024-02-27 00:03:00,add_to_cart
00b72c41,11,24,2024-02-27 00:06:00,purchase
2370835a,12,85,2024-01-25 00:00:00,view
2370835a,12,85,2024-01-25 00:04:00,click
2370835a,12,85,2024-01-25 00:06:00,add_to_cart
2370835a,12,85,2024-01-25 00:11:00,purchase
3dffa488,12,85,2024-01-26 00:16:00,view
3dffa488,12,85,2024-01-26 00:19:00,click
3dffa488,12,85,2024-01-26 00:23:00,add_to_cart
3dffa488,12,85,2024-01-26 00:25:00,purchase
08c00afb,12,17,2024-02-05 00:00:00,view
08c00afb,12,17,2024-02-05 00:27:00,click
08c00afb,12,17,2024-02-05 00:35:00,add_to_cart
08c00afb,12,17,2024-02-05 00:41:00,purchase
13dfa3b3,13,93,2024-02-10 00:00:00,view
13dfa3b3,13,93,2024-02-10 01:20:00,click
e3429e7d,13,95,2024-04-05 00:00:00,view
e3429e7d,13,95,2024-04-05 01:09:00,out
e3429e7d,13,95,2024-04-05 01:58:00,view
e3429e7d,13,95,2024-04-05 03:13:00,click
4e2fbf8d,18,37,2024-02-16 00:00:00,view
4e2fbf8d,18,37,2024-02-16 00:13:00,click
4e2fbf8d,18,37,2024-02-16 00:31:00,reject
786298b3,20,10,2024-01-01 00:00:00,view
786298b3,20,10,2024-01-01 01:53:00,click
f96cb3b4,21,63,2024-01-30 00:00:00,view
f96cb3b4,21,63,2024-01-30 00:15:00,out
f96cb3b4,21,63,2024-01-30 00:53:00,view
f96cb3b4,21,63,2024-01-30 01:17:00,reject
d558d448,22,21,2024-02-20 00:00:00,view
d558d448,22,21,2024-02-20 00:50:00,reject
c8eda9a9,23,39,2024-03-24 00:00:00,view
c8eda9a9,23,39,2024-03-24 01:57:00,out
c8eda9a9,23,39,2024-03-24 03:06:00,view
c8eda9a9,23,39,2024-03-24 04:07:00,click
081bb386,24,44,2024-03-11 00:00:00,view
081bb386,24,44,2024-03-11 00:02:00,click
081bb386,24,44,2024-03-11 00:06:00,add_to_cart
081bb386,24,44,2024-03-11 00:11:00,purchase
991a746e,24,53,2024-04-03 00:00:00,view
991a746e,24,53,2024-04-03 00:02:00,out
991a746e,24,53,2024-04-03 00:07:00,view
991a746e,24,53,2024-04-03 00:09:00,click
991a746e,24,53,2024-04-03 00:13:00,add_to_cart
991a746e,24,53,2024-04-03 00:17:00,purchase
a06fd1be,24,53,2024-04-07 00:18:00,view
a06fd1be,24,53,2024-04-07 00:20:00,click
a06fd1be,24,53,2024-04-07 00:21:00,add_to_cart
a06fd1be,24,53,2024-04-07 00:22:00,purchase
5f4614fc,26,38,2024-01-02 00:00:00,view
5f4614fc,26,38,2024-01-02 00:34:00,out
5f4614fc,26,38,2024-01-02 01:31:00,view
5f4614fc,26,38,2024-01-02 02:36:00,click
15fdfadf,26,72,2024-02-24 00:00:00,view
15fdfadf,26,72,2024-02-24 00:49:00,reject
fa171d85,27,89,2024-02-20 00:00:00,view
fa171d85,27,89,2024-02-20 00:36:00,click
fa171d85,27,89,2024-02-20 01:16:00,reject
2af35997,27,38,2024-04-12 00:00:00,view
2af35997,27,38,2024-04-12 00:27:00,reject
a5e4244f,29,90,2024-02-13 00:00:00,view
a5e4244f,29,90,2024-02-13 00:11:00,click
a5e4244f,29,90,2024-02-13 00:28:00,add_to_cart
a5e4244f,29,90,2024-02-13 00:57:00,purchase
166cb8cd,29,3,2024-03-31 00:00:00,view
166cb8cd,29,3,2024-03-31 00:48:00,out
166cb8cd,29,3,2024-03-31 01:38:00,view
166cb8cd,29,3,2024-03-31 02:11:00,reject
f4de1621,30,15,2024-03-18 00:00:00,view
f4de1621,30,15,2024-03-18 00:30:00,click
f4de1621,30,15,2024-03-18 00:39:00,add_to_cart
f4de1621,30,15,2024-03-18 00:45:00,purchase
8e55c9f2,31,55,2024-01-03 00:00:00,view
8e55c9f2,31,55,2024-01-03 00:32:00,click
8e55c9f2,31,55,2024-01-03 01:07:00,reject
824e189d,32,60,2024-03-17 00:00:00,view
824e189d,32,60,2024-03-17 01:57:00,click
88e800ac,32,95,2024-04-08 00:00:00,view
88e800ac,32,95,2024-04-08 00:01:00,out
88e800ac,32,95,2024-04-08 00:04:00,view
88e800ac,32,95,2024-04-08 00:08:00,click
88e800ac,32,95,2024-04-08 00:11:00,add_to_cart
88e800ac,32,95,2024-04-08 00:14:00,purchase
25d6e600,35,39,2024-01-02 00:00:00,view
25d6e600,35,39,2024-01-02 00:04:00,click
25d6e600,35,39,2024-01-02 00:05:00,add_to_cart
25d6e600,35,39,2024-01-02 00:10:00,purchase
25d6e600,35,39,2024-01-02 00:13:00,purchase
42fb8ef8,35,93,2024-02-13 00:00:00,view
42fb8ef8,35,93,2024-02-13 00:18:00,reject
70cc5cef,35,32,2024-03-16 00:00:00,view
70cc5cef,35,32,2024-03-16 00:31:00,click
23c97e7c,35,67,2024-04-28 00:00:00,view
23c97e7c,35,67,2024-04-28 00:24:00,click
23c97e7c,35,67,2024-04-28 00:45:00,add_to_cart
23c97e7c,35,67,2024-04-28 00:53:00,purchase
10c8c0e6,35,67,2024-05-03 01:00:00,view
10c8c0e6,35,67,2024-05-03 01:23:00,click
10c8c0e6,35,67,2024-05-03 01:29:00,purchase
b8f6fb4f,38,93,2024-02-15 00:00:00,view
b8f6fb4f,38,93,2024-02-15 01:37:00,out
b8f6fb4f,38,93,2024-02-15 03:03:00,view
b8f6fb4f,38,93,2024-02-15 04:55:00,click
d383dbc8,38,62,2024-03-02 00:00:00,view
d383dbc8,38,62,2024-03-02 00:19:00,click
d383dbc8,38,62,2024-03-02 00:27:00,add_to_cart
d383dbc8,38,62,2024-03-02 00:53:00,purchase
946e34d2,40,27,2024-03-27 00:00:00,view
946e34d2,40,27,2024-03-27 00:58:00,out
946e34d2,40,27,2024-03-27 02:54:00,view
946e34d2,40,27,2024-03-27 04:52:00,click
b5c31919,41,20,2024-03-25 00:00:00,view
b5c31919,41,20,2024-03-25 00:34:00,click
c47a51c2,44,42,2024-01-10 00:00:00,view
c47a51c2,44,42,2024-01-10 01:03:00,out
c47a51c2,44,42,2024-01-10 02:37:00,view
c47a51c2,44,42,2024-01-10 03:46:00,click
ad2d01f9,45,53,2024-04-07 00:00:00,view
ad2d01f9,45,53,2024-04-07 00:25:00,out
ad2d01f9,45,53,2024-04-07 00:38:00,view
ad2d01f9,45,53,2024-04-07 00:47:00,click
ad2d01f9,45,53,2024-04-07 01:06:00,add_to_cart
d8fb5d45,47,17,2024-01-21 00:00:00,view
d8fb5d45,47,17,2024-01-21 00:05:00,click
d8fb5d45,47,17,2024-01-21 00:10:00,add_to_cart
d8fb5d45,47,17,2024-01-21 00:11:00,purchase
8f495f78,47,11,2024-04-20 00:00:00,view
8f495f78,47,11,2024-04-20 00:05:00,click
8f495f78,47,11,2024-04-20 00:07:00,add_to_cart
8f495f78,47,11,2024-04-20 00:09:00,purchase
d2a294b3,48,38,2024-01-19 00:00:00,view
d2a294b3,48,38,2024-01-19 00:12:00,click
d2a294b3,48,38,2024-01-19 00:23:00,add_to_cart
d2a294b3,48,38,2024-01-19 00:46:00,purchase
1d0c6991,50,95,2024-03-03 00:00:00,view
1d0c6991,50,95,2024-03-03 00:14:00,reject
58b3bef8,50,8,2024-03-28 00:00:00,view
58b3bef8,50,8,2024-03-28 00:52:00,out
58b3bef8,50,8,2024-03-28 01:25:00,view
58b3bef8,50,8,2024-03-28 02:14:00,click
109bd9d8,52,20,2024-02-15 00:00:00,view
109bd9d8,52,20,2024-02-15 00:26:00,click
109bd9d8,52,20,2024-02-15 00:40:00,add_to_cart
109bd9d8,52,20,2024-02-15 00:45:00,purchase
e8789292,56,97,2024-01-22 00:00:00,view
e8789292,56,97,2024-01-22 01:28:00,click
d2052861,56,98,2024-03-26 00:00:00,view
d2052861,56,98,2024-03-26 00:07:00,click
d2052861,56,98,2024-03-26 00:23:00,add_to_cart
d2052861,56,98,2024-03-26 00:41:00,reject
294ddc78,56,17,2024-04-19 00:00:00,view
294ddc78,56,17,2024-04-19 00:18:00,out
294ddc78,56,17,2024-04-19 00:46:00,view
294ddc78,56,17,2024-04-19 01:12:00,click
294ddc78,56,17,2024-04-19 01:40:00,add_to_cart
3b636181,57,24,2024-01-01 00:00:00,view
a92a78d6,57,64,2024-01-01 00:00:00,view
3b636181,57,24,2024-01-01 00:02:00,click
a92a78d6,57,64,2024-01-01 00:02:00,click
a92a78d6,57,64,2024-01-01 00:03:00,add_to_cart
3b636181,57,24,2024-01-01 00:06:00,add_to_cart
a92a78d6,57,64,2024-01-01 00:06:00,purchase
3b636181,57,24,2024-01-01 00:07:00,purchase
a92a78d6,57,64,2024-01-01 00:11:00,purchase
c667ce0c,57,24,2024-01-04 00:10:00,view
c667ce0c,57,24,2024-01-04 00:14:00,click
c667ce0c,57,24,2024-01-04 00:19:00,add_to_cart
c667ce0c,57,24,2024-01-04 00:22:00,purchase
ff8852f1,57,39,2024-01-28 00:00:00,view
ff8852f1,57,39,2024-01-28 00:12:00,click
ff8852f1,57,39,2024-01-28 00:33:00,add_to_cart
ff8852f1,57,39,2024-01-28 00:59:00,purchase
72bfc295,57,100,2024-02-09 00:00:00,view
72bfc295,57,100,2024-02-09 00:51:00,click
8a4b3f3f,57,47,2024-03-13 00:00:00,view
8a4b3f3f,57,47,2024-03-13 00:13:00,click
8a4b3f3f,57,47,2024-03-13 00:34:00,add_to_cart
8a4b3f3f,57,47,2024-03-13 00:40:00,purchase
1a106781,57,93,2024-04-21 00:00:00,view
1a106781,57,93,2024-04-21 01:18:00,out
1a106781,57,93,2024-04-21 03:11:00,view
1a106781,57,93,2024-04-21 04:39:00,click
29e0546a,58,68,2024-01-17 00:00:00,view
29e0546a,58,68,2024-01-17 00:05:00,click
29e0546a,58,68,2024-01-17 00:09:00,add_to_cart
29e0546a,58,68,2024-01-17 00:14:00,purchase
b796b0ba,58,68,2024-01-19 00:15:00,view
b796b0ba,58,68,2024-01-19 00:16:00,click
b796b0ba,58,68,2024-01-19 00:19:00,purchase
2adc9c99,58,29,2024-03-01 00:00:00,view
2adc9c99,58,29,2024-03-01 00:49:00,reject
e6f544dd,58,27,2024-04-24 00:00:00,view
e6f544dd,58,27,2024-04-24 01:09:00,click
bb4802b5,60,27,2024-01-17 00:00:00,view
bb4802b5,60,27,2024-01-17 00:55:00,out
bb4802b5,60,27,2024-01-17 01:05:00,view
bb4802b5,60,27,2024-01-17 01:27:00,reject
50c0776d,60,72,2024-03-12 00:00:00,view
50c0776d,60,72,2024-03-12 00:01:00,click
50c0776d,60,72,2024-03-12 00:05:00,add_to_cart
50c0776d,60,72,2024-03-12 00:07:00,purchase
b207adba,61,12,2024-02-17 00:00:00,view
b207adba,61,12,2024-02-17 00:21:00,out
b207adba,61,12,2024-02-17 00:36:00,view
b207adba,61,12,2024-02-17 01:04:00,click
b207adba,61,12,2024-02-17 01:17:00,add_to_cart
24d77be1,61,13,2024-04-15 00:00:00,view
24d77be1,61,13,2024-04-15 00:14:00,out
24d77be1,61,13,2024-04-15 00:25:00,view
24d77be1,61,13,2024-04-15 00:39:00,click
24d77be1,61,13,2024-04-15 00:49:00,add_to_cart
4ef9c330,61,13,2024-04-19 01:03:00,view
4ef9c330,61,13,2024-04-19 01:30:00,click
4ef9c330,61,13,2024-04-19 01:51:00,purchase
e3a12480,63,12,2024-01-09 00:00:00,view
e3a12480,63,12,2024-01-09 00:04:00,click
e3a12480,63,12,2024-01-09 00:06:00,add_to_cart
e3a12480,63,12,2024-01-09 00:07:00,purchase
51441024,63,12,2024-01-14 00:08:00,view
51441024,63,12,2024-01-14 00:09:00,click
51441024,63,12,2024-01-14 00:11:00,add_to_cart
51441024,63,12,2024-01-14 00:16:00,purchase
72e06362,64,63,2024-02-02 00:00:00,view
72e06362,64,63,2024-02-02 00:04:00,click
72e06362,64,63,2024-02-02 00:07:00,add_to_cart
72e06362,64,63,2024-02-02 00:12:00,purchase
72e06362,64,63,2024-02-02 00:14:00,purchase
4afa88c2,64,63,2024-02-06 00:18:00,view
4afa88c2,64,63,2024-02-06 00:23:00,click
4afa88c2,64,63,2024-02-06 00:26:00,add_to_cart
4afa88c2,64,63,2024-02-06 00:28:00,purchase
7040c98a,64,42,2024-04-21 00:00:00,view
7040c98a,64,42,2024-04-21 00:04:00,click
7040c98a,64,42,2024-04-21 00:07:00,add_to_cart
7040c98a,64,42,2024-04-21 00:11:00,purchase
916a932a,65,39,2024-01-07 00:00:00,view
916a932a,65,39,2024-01-07 00:01:00,click
916a932a,65,39,2024-01-07 00:02:00,add_to_cart
916a932a,65,39,2024-01-07 00:05:00,purchase
5a7e60de,65,65,2024-03-18 00:00:00,view
5a7e60de,65,65,2024-03-18 00:01:00,click
5a7e60de,65,65,2024-03-18 00:05:00,add_to_cart
5a7e60de,65,65,2024-03-18 00:10:00,purchase
5e409280,66,97,2024-03-14 00:00:00,view
5e409280,66,97,2024-03-14 00:36:00,out
5e409280,66,97,2024-03-14 01:32:00,view
5e409280,66,97,2024-03-14 01:56:00,reject
728d86af,68,59,2024-04-04 00:00:00,view
728d86af,68,59,2024-04-04 00:04:00,click
728d86af,68,59,2024-04-04 00:08:00,add_to_cart
728d86af,68,59,2024-04-04 00:09:00,purchase
3926747e,68,59,2024-04-09 00:14:00,view
3926747e,68,59,2024-04-09 00:18:00,click
3926747e,68,59,2024-04-09 00:21:00,purchase
23476d22,68,85,2024-04-17 00:00:00,view
23476d22,68,85,2024-04-17 00:05:00,out
23476d22,68,85,2024-04-17 00:08:00,view
23476d22,68,85,2024-04-17 00:13:00,click
23476d22,68,85,2024-04-17 00:14:00,add_to_cart
23476d22,68,85,2024-04-17 00:19:00,purchase
b7c67f8b,68,85,2024-04-21 00:20:00,view
b7c67f8b,68,85,2024-04-21 00:21:00,click
b7c67f8b,68,85,2024-04-21 00:23:00,add_to_cart
b7c67f8b,68,85,2024-04-21 00:28:00,purchase
db39738e,71,41,2024-01-14 00:00:00,view
db39738e,71,41,2024-01-14 00:16:00,click
db39738e,71,41,2024-01-14 00:40:00,add_to_cart
db39738e,71,41,2024-01-14 00:56:00,purchase
7f5585f9,71,41,2024-01-16 01:20:00,view
7f5585f9,71,41,2024-01-16 01:44:00,click
7f5585f9,71,41,2024-01-16 02:05:00,add_to_cart
7f5585f9,71,41,2024-01-16 02:12:00,purchase
9a9296e5,72,22,2024-01-11 00:00:00,view
9a9296e5,72,22,2024-01-11 00:05:00,click
9a9296e5,72,22,2024-01-11 00:07:00,add_to_cart
9a9296e5,72,22,2024-01-11 00:10:00,purchase
19e903cc,72,41,2024-01-24 00:00:00,view
19e903cc,72,41,2024-01-24 01:52:00,click
e7e9d1b4,74,12,2024-04-05 00:00:00,view
e7e9d1b4,74,12,2024-04-05 00:30:00,click
e7e9d1b4,74,12,2024-04-05 00:38:00,add_to_cart
e7e9d1b4,74,12,2024-04-05 00:51:00,purchase
0734126b,75,72,2024-01-09 00:00:00,view
0734126b,75,72,2024-01-09 00:43:00,click
0734126b,75,72,2024-01-09 01:04:00,reject
21b33320,76,74,2024-01-27 00:00:00,view
21b33320,76,74,2024-01-27 00:02:00,out
21b33320,76,74,2024-01-27 00:04:00,view
21b33320,76,74,2024-01-27 00:05:00,click
21b33320,76,74,2024-01-27 00:09:00,add_to_cart
21b33320,76,74,2024-01-27 00:11:00,purchase
b88f2567,76,74,2024-01-29 00:13:00,view
b88f2567,76,74,2024-01-29 00:18:00,click
b88f2567,76,74,2024-01-29 00:20:00,add_to_cart
b88f2567,76,74,2024-01-29 00:24:00,purchase
7ce3ce7d,76,95,2024-02-17 00:00:00,view
7ce3ce7d,76,95,2024-02-17 00:05:00,out
7ce3ce7d,76,95,2024-02-17 00:06:00,view
7ce3ce7d,76,95,2024-02-17 00:11:00,click
7ce3ce7d,76,95,2024-02-17 00:16:00,add_to_cart
7ce3ce7d,76,95,2024-02-17 00:20:00,purchase
04e6d11e,78,9,2024-01-28 00:00:00,view
04e6d11e,78,9,2024-01-28 00:14:00,out
04e6d11e,78,9,2024-01-28 00:34:00,view
04e6d11e,78,9,2024-01-28 01:02:00,click
04e6d11e,78,9,2024-01-28 01:09:00,add_to_cart
6765ee6c,78,9,2024-01-29 01:18:00,view
6765ee6c,78,9,2024-01-29 01:32:00,click
6765ee6c,78,9,2024-01-29 01:37:00,add_to_cart
6765ee6c,78,9,2024-01-29 01:45:00,purchase
ec7ac8fa,78,93,2024-02-28 00:00:00,view
ec7ac8fa,78,93,2024-02-28 00:20:00,click
ec7ac8fa,78,93,2024-02-28 00:49:00,add_to_cart
ec7ac8fa,78,93,2024-02-28 01:10:00,reject
a9a229b7,79,19,2024-01-20 00:00:00,view
a9a229b7,79,19,2024-01-20 01:09:00,click
25be1389,80,90,2024-01-29 00:00:00,view
25be1389,80,90,2024-01-29 00:45:00,click
64327316,82,59,2024-04-29 00:00:00,view
64327316,82,59,2024-04-29 00:55:00,click
5514051f,83,11,2024-03-11 00:00:00,view
5514051f,83,11,2024-03-11 00:12:00,click
5514051f,83,11,2024-03-11 00:31:00,add_to_cart
5514051f,83,11,2024-03-11 00:59:00,purchase
0e5ec1a0,83,93,2024-04-04 00:00:00,view
0e5ec1a0,83,93,2024-04-04 00:05:00,click
0e5ec1a0,83,93,2024-04-04 00:10:00,add_to_cart
0e5ec1a0,83,93,2024-04-04 00:11:00,purchase
907f3bcc,83,10,2024-04-30 00:00:00,view
907f3bcc,83,10,2024-04-30 00:57:00,reject
48a84918,86,93,2024-03-21 00:00:00,view
48a84918,86,93,2024-03-21 00:05:00,click
48a84918,86,93,2024-03-21 00:08:00,add_to_cart
48a84918,86,93,2024-03-21 00:09:00,purchase
24bd7af1,87,93,2024-01-18 00:00:00,view
24bd7af1,87,93,2024-01-18 00:14:00,click
24bd7af1,87,93,2024-01-18 00:30:00,add_to_cart
24bd7af1,87,93,2024-01-18 00:42:00,purchase
06fe8734,87,13,2024-01-24 00:00:00,view
06fe8734,87,13,2024-01-24 00:36:00,click
8082aa18,87,19,2024-02-07 00:00:00,view
8082aa18,87,19,2024-02-07 00:20:00,out
8082aa18,87,19,2024-02-07 00:48:00,view
8082aa18,87,19,2024-02-07 01:16:00,click
8082aa18,87,19,2024-02-07 01:40:00,add_to_cart
04caf1cf,88,93,2024-02-20 00:00:00,view
04caf1cf,88,93,2024-02-20 00:28:00,click
04caf1cf,88,93,2024-02-20 00:36:00,add_to_cart
04caf1cf,88,93,2024-02-20 00:57:00,reject
80296cd7,88,93,2024-02-22 01:23:00,view
80296cd7,88,93,2024-02-22 01:32:00,click
80296cd7,88,93,2024-02-22 01:46:00,add_to_cart
80296cd7,88,93,2024-02-22 01:57:00,purchase
7ef5cafa,88,56,2024-04-01 00:00:00,view
7ef5cafa,88,56,2024-04-01 00:21:00,click
7ef5cafa,88,56,2024-04-01 00:31:00,add_to_cart
7ef5cafa,88,56,2024-04-01 00:43:00,purchase
291497f7,88,100,2024-04-18 00:00:00,view
291497f7,88,100,2024-04-18 00:01:00,click
291497f7,88,100,2024-04-18 00:03:00,add_to_cart
291497f7,88,100,2024-04-18 00:04:00,purchase
d1abb771,89,54,2024-01-14 00:00:00,view
d1abb771,89,54,2024-01-14 00:03:00,click
d1abb771,89,54,2024-01-14 00:05:00,add_to_cart
d1abb771,89,54,2024-01-14 00:09:00,purchase
b8b53eb7,89,54,2024-01-17 00:12:00,view
b8b53eb7,89,54,2024-01-17 00:17:00,click
b8b53eb7,89,54,2024-01-17 00:21:00,add_to_cart
b8b53eb7,89,54,2024-01-17 00:22:00,purchase
c14d5e7b,90,27,2024-03-11 00:00:00,view
c14d5e7b,90,27,2024-03-11 00:25:00,reject
5b14351c,92,88,2024-01-10 00:00:00,view
5b14351c,92,88,2024-01-10 00:27:00,out
5b14351c,92,88,2024-01-10 00:59:00,view
5b14351c,92,88,2024-01-10 01:11:00,reject
7659f14a,93,75,2024-02-20 00:00:00,view
7659f14a,93,75,2024-02-20 01:12:00,click
ab9f91a9,93,59,2024-03-17 00:00:00,view
ab9f91a9,93,59,2024-03-17 00:07:00,click
ab9f91a9,93,59,2024-03-17 00:23:00,add_to_cart
ab9f91a9,93,59,2024-03-17 00:28:00,reject
d24e4f7d,95,80,2024-01-28 00:00:00,view
d24e4f7d,95,80,2024-01-28 00:30:00,click
d24e4f7d,95,80,2024-01-28 00:52:00,add_to_cart
d24e4f7d,95,80,2024-01-28 01:13:00,reject
2f555dc3,96,10,2024-01-18 00:00:00,view
2f555dc3,96,10,2024-01-18 00:01:00,out
2f555dc3,96,10,2024-01-18 00:03:00,view
2f555dc3,96,10,2024-01-18 00:08:00,click
2f555dc3,96,10,2024-01-18 00:11:00,add_to_cart
2f555dc3,96,10,2024-01-18 00:15:00,purchase
05949532,96,82,2024-02-10 00:00:00,view
05949532,96,82,2024-02-10 00:03:00,out
05949532,96,82,2024-02-10 00:06:00,view
05949532,96,82,2024-02-10 00:09:00,click
05949532,96,82,2024-02-10 00:12:00,add_to_cart
05949532,96,82,2024-02-10 00:14:00,purchase
b9499e59,96,53,2024-03-29 00:00:00,view
b9499e59,96,53,2024-03-29 00:05:00,click
b9499e59,96,53,2024-03-29 00:06:00,add_to_cart
b9499e59,96,53,2024-03-29 00:09:00,purchase
d07ed4d9,96,32,2024-04-24 00:00:00,view
d07ed4d9,96,32,2024-04-24 00:17:00,out
d07ed4d9,96,32,2024-04-24 00:58:00,view
d07ed4d9,96,32,2024-04-24 01:37:00,reject
1badd751,97,100,2024-01-06 00:00:00,view
1badd751,97,100,2024-01-06 00:49:00,out
1badd751,97,100,2024-01-06 01:43:00,view
1badd751,97,100,2024-01-06 02:13:00,reject
fc7ea4c8,98,30,2024-03-26 00:00:00,view
fc7ea4c8,98,30,2024-03-26 00:27:00,click
fc7ea4c8,98,30,2024-03-26 00:53:00,add_to_cart
fc7ea4c8,98,30,2024-03-26 00:58:00,purchase
7415f094,98,30,2024-03-28 01:21:00,view
7415f094,98,30,2024-03-28 01:33:00,click
7415f094,98,30,2024-03-28 02:03:00,purchase
f694f2d7,101,39,2024-01-07 00:00:00,view
f694f2d7,101,39,2024-01-07 00:05:00,out
f694f2d7,101,39,2024-01-07 00:09:00,view
f694f2d7,101,39,2024-01-07 00:10:00,click
f694f2d7,101,39,2024-01-07 00:13:00,add_to_cart
f694f2d7,101,39,2024-01-07 00:18:00,purchase
476ecd6f,101,21,2024-02-01 00:00:00,view
476ecd6f,101,21,2024-02-01 00:05:00,click
476ecd6f,101,21,2024-02-01 00:10:00,add_to_cart
476ecd6f,101,21,2024-02-01 00:13:00,purchase
94ffd0dd,101,10,2024-03-06 00:00:00,view
94ffd0dd,101,10,2024-03-06 00:19:00,click
94ffd0dd,101,10,2024-03-06 00:24:00,add_to_cart
94ffd0dd,101,10,2024-03-06 00:29:00,purchase
2676d855,102,38,2024-01-06 00:00:00,view
2676d855,102,38,2024-01-06 00:19:00,click
2676d855,102,38,2024-01-06 00:35:00,add_to_cart
2676d855,102,38,2024-01-06 00:43:00,reject
1dedbb6b,102,38,2024-01-10 00:57:00,view
1dedbb6b,102,38,2024-01-10 01:11:00,click
1dedbb6b,102,38,2024-01-10 01:41:00,add_to_cart
1dedbb6b,102,38,2024-01-10 02:11:00,purchase
2c42db1e,102,37,2024-03-01 00:00:00,view
2c42db1e,102,37,2024-03-01 00:13:00,click
2c42db1e,102,37,2024-03-01 00:27:00,add_to_cart
2c42db1e,102,37,2024-03-01 00:50:00,purchase
5a32d12a,104,94,2024-03-16 00:00:00,view
5a32d12a,104,94,2024-03-16 00:03:00,click
5a32d12a,104,94,2024-03-16 00:06:00,add_to_cart
